id,session_id,rssi,ssid,timestamp,robot_id,loc_x,loc_y,rank,s_id
158,0709154102robot5,-78,zotaci3,2015-07-09 15:41:06,robot5,4782,216,35.0,0709154102robot5
159,0709154102robot5,-61,zotacB2,2015-07-09 15:41:06,robot5,4782,216,36.0,0709154102robot5
160,0709154102robot5,-82,zotacj2,2015-07-09 15:41:06,robot5,4782,216,37.0,0709154102robot5
161,0709154344robot5,-59,zotacC2,2015-07-09 15:43:48,robot5,4798,402,0.0,0709154344robot5
162,0709154344robot5,-80,zotaci4,2015-07-09 15:43:48,robot5,4798,402,1.0,0709154344robot5
163,0709154344robot5,-63,zotacD1,2015-07-09 15:43:48,robot5,4798,402,2.0,0709154344robot5
164,0709154344robot5,-59,zotacD2,2015-07-09 15:43:48,robot5,4798,402,3.0,0709154344robot5
165,0709154344robot5,-63,zotacD4,2015-07-09 15:43:48,robot5,4798,402,4.0,0709154344robot5
166,0709154344robot5,-75,zotacG2,2015-07-09 15:43:48,robot5,4798,402,5.0,0709154344robot5
167,0709154344robot5,-68,zotacH1,2015-07-09 15:43:48,robot5,4798,402,6.0,0709154344robot5
168,0709154344robot5,-78,zotacH1,2015-07-09 15:43:48,robot5,4798,402,7.0,0709154344robot5
169,0709154344robot5,-70,zotacG1,2015-07-09 15:43:48,robot5,4798,402,8.0,0709154344robot5
170,0709154344robot5,-68,zotacG4,2015-07-09 15:43:48,robot5,4798,402,9.0,0709154344robot5
171,0709154344robot5,-80,zotaci1,2015-07-09 15:43:48,robot5,4798,402,10.0,0709154344robot5
172,0709154344robot5,-76,zotacH3,2015-07-09 15:43:48,robot5,4798,402,11.0,0709154344robot5
173,0709154344robot5,-81,zotacj1,2015-07-09 15:43:48,robot5,4798,402,12.0,0709154344robot5
174,0709154344robot5,-78,zotaci2,2015-07-09 15:43:48,robot5,4798,402,13.0,0709154344robot5
175,0709154344robot5,-68,zotacB4,2015-07-09 15:43:48,robot5,4798,402,14.0,0709154344robot5
176,0709154344robot5,-56,zotacC1,2015-07-09 15:43:48,robot5,4798,402,15.0,0709154344robot5
177,0709154344robot5,-66,zotacC3,2015-07-09 15:43:48,robot5,4798,402,16.0,0709154344robot5
178,0709154344robot5,-65,zotacE3,2015-07-09 15:43:48,robot5,4798,402,17.0,0709154344robot5
179,0709154344robot5,-60,zotacE1,2015-07-09 15:43:48,robot5,4798,402,18.0,0709154344robot5
180,0709154344robot5,-71,zotacE4,2015-07-09 15:43:48,robot5,4798,402,19.0,0709154344robot5
181,0709154344robot5,-65,zotacF1,2015-07-09 15:43:48,robot5,4798,402,20.0,0709154344robot5
182,0709154344robot5,-71,zotacF3,2015-07-09 15:43:48,robot5,4798,402,21.0,0709154344robot5
183,0709154344robot5,-77,zotacF4,2015-07-09 15:43:48,robot5,4798,402,22.0,0709154344robot5
184,0709154344robot5,-66,zotacF2,2015-07-09 15:43:48,robot5,4798,402,23.0,0709154344robot5
185,0709154344robot5,-75,zotacG3,2015-07-09 15:43:48,robot5,4798,402,24.0,0709154344robot5
186,0709154344robot5,-81,zotacj4,2015-07-09 15:43:48,robot5,4798,402,25.0,0709154344robot5
187,0709154344robot5,-81,zotack2,2015-07-09 15:43:48,robot5,4798,402,26.0,0709154344robot5
188,0709154344robot5,-85,zotack3,2015-07-09 15:43:48,robot5,4798,402,27.0,0709154344robot5
189,0709154344robot5,-79,zotacj3,2015-07-09 15:43:48,robot5,4798,402,28.0,0709154344robot5
190,0709154344robot5,-84,zotack4,2015-07-09 15:43:48,robot5,4798,402,29.0,0709154344robot5
191,0709154344robot5,-85,zotack1,2015-07-09 15:43:48,robot5,4798,402,30.0,0709154344robot5
192,0709154344robot5,-55,zotacC4,2015-07-09 15:43:48,robot5,4798,402,31.0,0709154344robot5
193,0709154344robot5,-77,zotach4,2015-07-09 15:43:48,robot5,4798,402,32.0,0709154344robot5
194,0709154344robot5,-77,zotaci3,2015-07-09 15:43:48,robot5,4798,402,33.0,0709154344robot5
195,0709154344robot5,-62,zotacB2,2015-07-09 15:43:48,robot5,4798,402,34.0,0709154344robot5
196,0709154344robot5,-80,zotacj2,2015-07-09 15:43:48,robot5,4798,402,35.0,0709154344robot5
197,0709154344robot5,-55,zotacB3,2015-07-09 15:43:48,robot5,4798,402,36.0,0709154344robot5
198,0709154817robot5,-58,zotacC2,2015-07-09 15:48:21,robot5,4798,402,0.0,0709154817robot5
199,0709154817robot5,-61,zotacD1,2015-07-09 15:48:21,robot5,4798,402,1.0,0709154817robot5
200,0709154817robot5,-60,zotacD2,2015-07-09 15:48:21,robot5,4798,402,2.0,0709154817robot5
201,0709154817robot5,-63,zotacD4,2015-07-09 15:48:21,robot5,4798,402,3.0,0709154817robot5
202,0709154817robot5,-60,zotacG2,2015-07-09 15:48:21,robot5,4798,402,4.0,0709154817robot5
203,0709154817robot5,-79,zotacH1,2015-07-09 15:48:21,robot5,4798,402,5.0,0709154817robot5
204,0709154817robot5,-80,zotacH1,2015-07-09 15:48:21,robot5,4798,402,6.0,0709154817robot5
205,0709154817robot5,-78,zotacG1,2015-07-09 15:48:21,robot5,4798,402,7.0,0709154817robot5
206,0709154817robot5,-77,zotacG4,2015-07-09 15:48:21,robot5,4798,402,8.0,0709154817robot5
207,0709154817robot5,-81,zotaci1,2015-07-09 15:48:21,robot5,4798,402,9.0,0709154817robot5
208,0709154817robot5,-76,zotacH3,2015-07-09 15:48:21,robot5,4798,402,10.0,0709154817robot5
209,0709154817robot5,-72,zotacj1,2015-07-09 15:48:21,robot5,4798,402,11.0,0709154817robot5
210,0709154817robot5,-79,zotaci2,2015-07-09 15:48:21,robot5,4798,402,12.0,0709154817robot5
211,0709154817robot5,-68,zotacB4,2015-07-09 15:48:21,robot5,4798,402,13.0,0709154817robot5
212,0709154817robot5,-57,zotacC1,2015-07-09 15:48:21,robot5,4798,402,14.0,0709154817robot5
213,0709154817robot5,-58,zotacC3,2015-07-09 15:48:21,robot5,4798,402,15.0,0709154817robot5
214,0709154817robot5,-64,zotacE3,2015-07-09 15:48:21,robot5,4798,402,16.0,0709154817robot5
215,0709154817robot5,-68,zotacE1,2015-07-09 15:48:21,robot5,4798,402,17.0,0709154817robot5
216,0709154817robot5,-70,zotacE4,2015-07-09 15:48:21,robot5,4798,402,18.0,0709154817robot5
217,0709154817robot5,-72,zotacF1,2015-07-09 15:48:21,robot5,4798,402,19.0,0709154817robot5
218,0709154817robot5,-73,zotacF3,2015-07-09 15:48:21,robot5,4798,402,20.0,0709154817robot5
219,0709154817robot5,-76,zotacF4,2015-07-09 15:48:21,robot5,4798,402,21.0,0709154817robot5
220,0709154817robot5,-66,zotacF2,2015-07-09 15:48:21,robot5,4798,402,22.0,0709154817robot5
221,0709154817robot5,-74,zotacG3,2015-07-09 15:48:21,robot5,4798,402,23.0,0709154817robot5
222,0709154817robot5,-83,zotacj4,2015-07-09 15:48:21,robot5,4798,402,24.0,0709154817robot5
223,0709154817robot5,-82,zotack2,2015-07-09 15:48:21,robot5,4798,402,25.0,0709154817robot5
224,0709154817robot5,-84,zotack3,2015-07-09 15:48:21,robot5,4798,402,26.0,0709154817robot5
225,0709154817robot5,-79,zotacj3,2015-07-09 15:48:21,robot5,4798,402,27.0,0709154817robot5
226,0709154817robot5,-85,zotack4,2015-07-09 15:48:21,robot5,4798,402,28.0,0709154817robot5
227,0709154817robot5,-84,zotack1,2015-07-09 15:48:21,robot5,4798,402,29.0,0709154817robot5
228,0709154817robot5,-65,zotacC4,2015-07-09 15:48:21,robot5,4798,402,30.0,0709154817robot5
229,0709154817robot5,-78,zotach4,2015-07-09 15:48:21,robot5,4798,402,31.0,0709154817robot5
230,0709154817robot5,-70,zotaci3,2015-07-09 15:48:21,robot5,4798,402,32.0,0709154817robot5
231,0709154817robot5,-77,zotacB2,2015-07-09 15:48:21,robot5,4798,402,33.0,0709154817robot5
232,0709154817robot5,-80,zotacj2,2015-07-09 15:48:21,robot5,4798,402,34.0,0709154817robot5
233,0709154817robot5,-65,zotacB3,2015-07-09 15:48:21,robot5,4798,402,35.0,0709154817robot5
234,0709154817robot5,-59,zotacD3,2015-07-09 15:48:21,robot5,4798,402,36.0,0709154817robot5
235,0709154817robot5,-61,zotacB1,2015-07-09 15:48:21,robot5,4798,402,37.0,0709154817robot5
236,0709154827robot5,-55,zotacC2,2015-07-09 15:48:30,robot5,4798,402,0.0,0709154827robot5
237,0709154827robot5,-60,zotacD1,2015-07-09 15:48:30,robot5,4798,402,1.0,0709154827robot5
238,0709154827robot5,-60,zotacD2,2015-07-09 15:48:30,robot5,4798,402,2.0,0709154827robot5
239,0709154827robot5,-61,zotacD4,2015-07-09 15:48:30,robot5,4798,402,3.0,0709154827robot5
240,0709154827robot5,-72,zotacG2,2015-07-09 15:48:30,robot5,4798,402,4.0,0709154827robot5
241,0709154827robot5,-77,zotacH1,2015-07-09 15:48:30,robot5,4798,402,5.0,0709154827robot5
242,0709154827robot5,-70,zotacH1,2015-07-09 15:48:30,robot5,4798,402,6.0,0709154827robot5
243,0709154827robot5,-77,zotacG1,2015-07-09 15:48:30,robot5,4798,402,7.0,0709154827robot5
244,0709154827robot5,-77,zotacG4,2015-07-09 15:48:30,robot5,4798,402,8.0,0709154827robot5
245,0709154827robot5,-81,zotaci1,2015-07-09 15:48:30,robot5,4798,402,9.0,0709154827robot5
246,0709154827robot5,-77,zotacH3,2015-07-09 15:48:30,robot5,4798,402,10.0,0709154827robot5
247,0709154827robot5,-81,zotacj1,2015-07-09 15:48:30,robot5,4798,402,11.0,0709154827robot5
248,0709154827robot5,-79,zotaci2,2015-07-09 15:48:30,robot5,4798,402,12.0,0709154827robot5
249,0709154827robot5,-68,zotacB4,2015-07-09 15:48:30,robot5,4798,402,13.0,0709154827robot5
250,0709154827robot5,-56,zotacC1,2015-07-09 15:48:30,robot5,4798,402,14.0,0709154827robot5
251,0709154827robot5,-65,zotacC3,2015-07-09 15:48:30,robot5,4798,402,15.0,0709154827robot5
252,0709154827robot5,-67,zotacE3,2015-07-09 15:48:30,robot5,4798,402,16.0,0709154827robot5
253,0709154827robot5,-68,zotacE1,2015-07-09 15:48:30,robot5,4798,402,17.0,0709154827robot5
254,0709154827robot5,-70,zotacE4,2015-07-09 15:48:30,robot5,4798,402,18.0,0709154827robot5
255,0709154827robot5,-73,zotacF1,2015-07-09 15:48:30,robot5,4798,402,19.0,0709154827robot5
256,0709154827robot5,-65,zotacF3,2015-07-09 15:48:30,robot5,4798,402,20.0,0709154827robot5
